Date,FSV
2022-09-12,130.97000122070312
2022-09-13,126.48999786376953
2022-09-14,125.06999969482422
2022-09-15,123.68000030517578
2022-09-16,120.73999786376953
2022-09-19,120.61000061035156
2022-09-20,116.80000305175781
2022-09-21,118.94999694824219
2022-09-22,115.94999694824219
2022-09-23,114.63999938964844
2022-09-26,115.95999908447266
2022-09-27,118.7300033569336
2022-09-28,119.66999816894531
2022-09-29,117.98999786376953
2022-09-30,119.01000213623047
2022-10-03,119.81999969482422
2022-10-04,128.99000549316406
2022-10-05,126.91999816894531
2022-10-06,130.66000366210938
2022-10-07,121.48999786376953
2022-10-10,122.22000122070312
2022-10-11,118.8499984741211
2022-10-12,119.27999877929688
2022-10-13,120.29000091552734
2022-10-14,118.58000183105469
2022-10-17,121.63999938964844
2022-10-18,123.87999725341797
2022-10-19,118.80999755859375
2022-10-20,120.30999755859375
2022-10-21,122.86000061035156
2022-10-24,125.16999816894531
2022-10-25,128.3699951171875
2022-10-26,128.33999633789062
2022-10-27,124.19000244140625
2022-10-28,126.25
2022-10-31,125.01000213623047
2022-11-01,125.5199966430664
2022-11-02,121.05999755859375
2022-11-03,120.51000213623047
2022-11-04,119.91000366210938
2022-11-07,120.06999969482422
2022-11-08,122.30999755859375
2022-11-09,119.62999725341797
2022-11-10,127.75
2022-11-11,129.9499969482422
2022-11-14,126.47000122070312
2022-11-15,126.52999877929688
2022-11-16,124.05999755859375
2022-11-17,122.93000030517578
2022-11-18,123.98999786376953
2022-11-21,124.91999816894531
2022-11-22,126.12999725341797
2022-11-23,126.61000061035156
2022-11-25,127.7699966430664
2022-11-28,125.45999908447266
2022-11-29,124.9800033569336
2022-11-30,129.3699951171875
2022-12-01,131.6999969482422
2022-12-02,129.85000610351562
2022-12-05,125.13999938964844
2022-12-06,120.83000183105469
2022-12-07,121.75
2022-12-08,123.7300033569336
2022-12-09,123.58999633789062
2022-12-12,124.0
2022-12-13,126.06999969482422
2022-12-14,123.94999694824219
2022-12-15,121.37000274658203
2022-12-16,121.41999816894531
2022-12-19,120.26000213623047
2022-12-20,119.51000213623047
2022-12-21,124.88999938964844
2022-12-22,121.81999969482422
2022-12-23,122.52999877929688
2022-12-27,122.54000091552734
2022-12-28,121.05999755859375
2022-12-29,123.77999877929688
2022-12-30,122.55000305175781
2023-01-03,123.12999725341797
2023-01-04,127.11000061035156
2023-01-05,123.3499984741211
2023-01-06,127.7699966430664
2023-01-09,130.50999450683594
2023-01-10,133.42999267578125
2023-01-11,136.05999755859375
2023-01-12,138.13999938964844
2023-01-13,139.63999938964844
2023-01-17,138.75999450683594
2023-01-18,138.94000244140625
2023-01-19,135.0800018310547
2023-01-20,137.8300018310547
2023-01-23,140.3699951171875
2023-01-24,140.72000122070312
2023-01-25,142.88999938964844
2023-01-26,141.3000030517578
2023-01-27,142.94000244140625
2023-01-30,138.89999389648438
2023-01-31,142.89999389648438
2023-02-01,144.25
2023-02-02,147.92999267578125
2023-02-03,145.13999938964844
2023-02-06,142.16000366210938
2023-02-07,143.25999450683594
2023-02-08,142.1999969482422
2023-02-09,141.94000244140625
2023-02-10,142.9600067138672
2023-02-13,143.16000366210938
2023-02-14,146.1300048828125
2023-02-15,143.9199981689453
2023-02-16,142.0
2023-02-17,141.89999389648438
2023-02-21,138.61000061035156
2023-02-22,137.97000122070312
2023-02-23,138.88999938964844
2023-02-24,136.2899932861328
2023-02-27,137.8800048828125
2023-02-28,137.22999572753906
2023-03-01,136.47000122070312
2023-03-02,135.49000549316406
2023-03-03,137.99000549316406
2023-03-06,137.05999755859375
2023-03-07,136.2899932861328
2023-03-08,137.27000427246094
2023-03-09,135.72999572753906
2023-03-10,133.2899932861328
2023-03-13,134.82000732421875
2023-03-14,136.3300018310547
2023-03-15,133.1999969482422
2023-03-16,136.27999877929688
2023-03-17,135.32000732421875
2023-03-20,136.60000610351562
2023-03-21,135.6999969482422
2023-03-22,134.17999267578125
2023-03-23,133.94000244140625
2023-03-24,134.11000061035156
2023-03-27,136.02000427246094
2023-03-28,135.42999267578125
2023-03-29,137.3000030517578
2023-03-30,138.72999572753906
2023-03-31,140.99000549316406
2023-04-03,140.5800018310547
2023-04-04,140.47000122070312
2023-04-05,138.47000122070312
2023-04-06,140.0
2023-04-10,140.42999267578125
2023-04-11,140.02000427246094
2023-04-12,141.3300018310547
2023-04-13,143.14999389648438
2023-04-14,144.66000366210938
2023-04-17,145.8000030517578
2023-04-18,142.85000610351562
2023-04-19,145.13999938964844
2023-04-20,145.24000549316406
2023-04-21,146.08999633789062
2023-04-24,145.4499969482422
2023-04-25,142.7899932861328
2023-04-26,145.1300048828125
2023-04-27,147.10000610351562
2023-04-28,150.74000549316406
2023-05-01,148.39999389648438
2023-05-02,147.2899932861328
2023-05-03,146.17999267578125
2023-05-04,145.27000427246094
2023-05-05,146.49000549316406
2023-05-08,142.97999572753906
2023-05-09,143.5399932861328
2023-05-10,145.11000061035156
2023-05-11,147.80999755859375
2023-05-12,145.47000122070312
2023-05-15,147.5399932861328
2023-05-16,147.1199951171875
2023-05-17,147.89999389648438
2023-05-18,147.0
2023-05-19,147.66000366210938
2023-05-22,147.1699981689453
2023-05-23,143.30999755859375
2023-05-24,142.25999450683594
2023-05-25,143.00999450683594
2023-05-26,144.74000549316406
2023-05-30,145.38999938964844
2023-05-31,145.13999938964844
2023-06-01,146.36000061035156
2023-06-02,147.80999755859375
2023-06-05,146.05999755859375
2023-06-06,146.7100067138672
2023-06-07,146.02999877929688
2023-06-08,145.57000732421875
2023-06-09,145.80999755859375
2023-06-12,145.97999572753906
2023-06-13,147.4199981689453
2023-06-14,147.3300018310547
2023-06-15,146.86000061035156
2023-06-16,144.49000549316406
2023-06-20,143.0800018310547
2023-06-21,143.00999450683594
2023-06-22,143.1199951171875
2023-06-23,145.47999572753906
2023-06-26,146.19000244140625
2023-06-27,149.3300018310547
2023-06-28,148.85000610351562
2023-06-29,150.97000122070312
2023-06-30,154.08999633789062
2023-07-03,155.5
2023-07-05,155.0800018310547
2023-07-06,152.38999938964844
2023-07-07,152.9499969482422
2023-07-10,153.58999633789062
2023-07-11,155.05999755859375
2023-07-12,159.9600067138672
2023-07-13,158.6999969482422
2023-07-14,159.74000549316406
2023-07-17,159.2100067138672
2023-07-18,158.0500030517578
2023-07-19,159.22000122070312
2023-07-20,157.52999877929688
2023-07-21,156.97000122070312
2023-07-24,156.89999389648438
2023-07-25,156.89999389648438
2023-07-26,156.83999633789062
2023-07-27,155.9600067138672
2023-07-28,153.7100067138672
2023-07-31,156.6300048828125
2023-08-01,157.61000061035156
2023-08-02,153.80999755859375
2023-08-03,153.39999389648438
2023-08-04,153.85000610351562
2023-08-07,152.89999389648438
2023-08-08,151.24000549316406
2023-08-09,151.77999877929688
2023-08-10,153.61000061035156
2023-08-11,154.99000549316406
2023-08-14,152.6699981689453
2023-08-15,149.00999450683594
2023-08-16,149.0
2023-08-17,146.41000366210938
2023-08-18,146.8000030517578
2023-08-21,145.02999877929688
2023-08-22,144.13999938964844
2023-08-23,146.77999877929688
2023-08-24,145.8800048828125
2023-08-25,146.39999389648438
2023-08-28,148.99000549316406
2023-08-29,150.27999877929688
2023-08-30,152.1199951171875
2023-08-31,151.1300048828125
2023-09-01,152.8000030517578
2023-09-05,151.11000061035156
2023-09-06,151.72999572753906
2023-09-07,150.97000122070312
2023-09-08,150.3000030517578
2023-09-11,153.55999755859375
2023-09-12,152.1199951171875
2023-09-13,152.6699981689453
2023-09-14,157.97000122070312
2023-09-15,154.33999633789062
2023-09-18,157.25
2023-09-19,155.36000061035156
2023-09-20,155.38999938964844
2023-09-21,151.27000427246094
2023-09-22,150.32000732421875
2023-09-25,149.75
2023-09-26,147.50999450683594
2023-09-27,145.22999572753906
2023-09-28,146.27000427246094
2023-09-29,145.5399932861328
2023-10-02,142.85000610351562
2023-10-03,141.4199981689453
2023-10-04,142.39999389648438
2023-10-05,143.41000366210938
2023-10-06,144.92999267578125
2023-10-09,145.33999633789062
2023-10-10,146.00999450683594
2023-10-11,147.92999267578125
2023-10-12,145.25999450683594
2023-10-13,142.77000427246094
2023-10-16,143.60000610351562
2023-10-17,143.39999389648438
2023-10-18,139.49000549316406
2023-10-19,140.3000030517578
2023-10-20,139.14999389648438
2023-10-23,140.57000732421875
2023-10-24,139.99000549316406
2023-10-25,137.99000549316406
2023-10-26,136.9499969482422
2023-10-27,137.05999755859375
2023-10-30,142.0
2023-10-31,141.47000122070312
2023-11-01,143.35000610351562
2023-11-02,145.97000122070312
2023-11-03,146.91000366210938
2023-11-06,145.11000061035156
2023-11-07,143.64999389648438
2023-11-08,144.3300018310547
2023-11-09,143.80999755859375
2023-11-10,144.13999938964844
2023-11-13,144.64999389648438
2023-11-14,152.63999938964844
2023-11-15,153.27999877929688
2023-11-16,151.60000610351562
2023-11-17,152.85000610351562
2023-11-20,154.7100067138672
2023-11-21,153.8300018310547
2023-11-22,155.69000244140625
2023-11-24,158.22999572753906
2023-11-27,156.0500030517578
2023-11-28,157.19000244140625
2023-11-29,156.22000122070312
2023-11-30,156.9199981689453
2023-12-01,159.0
2023-12-04,158.47999572753906
2023-12-05,160.0500030517578
2023-12-06,161.57000732421875
2023-12-07,163.5
2023-12-08,163.74000549316406
2023-12-11,162.50999450683594
2023-12-12,161.38999938964844
2023-12-13,163.0500030517578
2023-12-14,161.25
2023-12-15,159.74000549316406
2023-12-18,162.05999755859375
2023-12-19,165.0800018310547
2023-12-20,160.5500030517578
2023-12-21,161.33999633789062
2023-12-22,163.25999450683594
2023-12-26,163.89999389648438
2023-12-27,163.50999450683594
2023-12-28,162.91000366210938
2023-12-29,162.08999633789062
2024-01-02,158.25999450683594
2024-01-03,157.99000549316406
2024-01-04,158.9600067138672
2024-01-05,159.1199951171875
2024-01-08,161.10000610351562
2024-01-09,160.63999938964844
2024-01-10,160.57000732421875
2024-01-11,160.67999267578125
2024-01-12,162.44000244140625
2024-01-16,161.4600067138672
2024-01-17,157.4199981689453
2024-01-18,161.89999389648438
2024-01-19,164.0399932861328
2024-01-22,163.89999389648438
2024-01-23,163.4499969482422
2024-01-24,163.13999938964844
2024-01-25,165.8699951171875
2024-01-26,167.3000030517578
2024-01-29,170.49000549316406
2024-01-30,170.89999389648438
2024-01-31,167.6300048828125
2024-02-01,170.89999389648438
2024-02-02,170.69000244140625
2024-02-05,168.13999938964844
2024-02-06,164.17999267578125
2024-02-07,164.14999389648438
2024-02-08,166.05999755859375
2024-02-09,166.32000732421875
2024-02-12,165.89999389648438
2024-02-13,162.85000610351562
2024-02-14,165.4499969482422
2024-02-15,167.52000427246094
2024-02-16,165.27000427246094
2024-02-20,164.3800048828125
2024-02-21,163.75
2024-02-22,166.3699951171875
2024-02-23,164.67999267578125
2024-02-26,164.4199981689453
2024-02-27,163.6199951171875
2024-02-28,164.3699951171875
2024-02-29,164.92999267578125
2024-03-01,165.94000244140625
2024-03-04,166.6699981689453
2024-03-05,162.5399932861328
2024-03-06,163.5
2024-03-07,167.0800018310547
2024-03-08,166.92999267578125
2024-03-11,164.91000366210938
2024-03-12,166.94000244140625
2024-03-13,169.3300018310547
2024-03-14,171.1300048828125
2024-03-15,168.19000244140625
2024-03-18,168.2449951171875
2024-03-19,167.72000122070312
2024-03-20,169.47999572753906
2024-03-21,168.16000366210938
2024-03-22,165.8699951171875
2024-03-25,164.72000122070312
2024-03-26,164.3000030517578
2024-03-27,166.64999389648438
2024-03-28,165.8000030517578
2024-04-01,164.8699951171875
2024-04-02,161.55999755859375
2024-04-03,161.41000366210938
2024-04-04,157.14999389648438
2024-04-05,158.83999633789062
2024-04-08,156.6699981689453
2024-04-09,158.3000030517578
2024-04-10,155.0
2024-04-11,154.80999755859375
2024-04-12,154.17999267578125
2024-04-15,152.3000030517578
2024-04-16,150.75999450683594
2024-04-17,150.10000610351562
2024-04-18,149.39999389648438
2024-04-19,149.3800048828125
2024-04-22,152.1300048828125
2024-04-23,153.27000427246094
2024-04-24,154.7899932861328
2024-04-25,151.6199951171875
2024-04-26,149.8000030517578
2024-04-29,149.17999267578125
2024-04-30,147.0
2024-05-01,146.5500030517578
2024-05-02,150.77000427246094
2024-05-03,149.5399932861328
2024-05-06,150.58999633789062
2024-05-07,150.77999877929688
2024-05-08,151.0399932861328
2024-05-09,151.72999572753906
2024-05-10,150.66000366210938
2024-05-13,148.4199981689453
2024-05-14,148.7100067138672
2024-05-15,149.27999877929688
2024-05-16,149.1699981689453
2024-05-17,148.6199951171875
2024-05-20,149.5500030517578
2024-05-21,147.5399932861328
2024-05-22,144.4600067138672
2024-05-23,142.86000061035156
2024-05-24,143.64999389648438
2024-05-28,144.32000732421875
2024-05-29,141.8300018310547
2024-05-30,143.6300048828125
2024-05-31,147.1199951171875
2024-06-03,149.63999938964844
2024-06-04,150.1699981689453
2024-06-05,151.22999572753906
2024-06-06,149.33999633789062
2024-06-07,149.97999572753906
2024-06-10,150.91000366210938
2024-06-11,150.07000732421875
2024-06-12,153.22000122070312
2024-06-13,151.0
2024-06-14,152.5399932861328
2024-06-17,153.11000061035156
2024-06-18,150.75999450683594
2024-06-20,150.99000549316406
2024-06-21,152.77000427246094
2024-06-24,152.55999755859375
2024-06-25,152.3699951171875
2024-06-26,149.7100067138672
2024-06-27,151.8000030517578
2024-06-28,152.3699951171875
2024-07-01,152.1300048828125
2024-07-02,154.47999572753906
2024-07-03,156.13999938964844
2024-07-05,153.25999450683594
2024-07-08,154.05999755859375
2024-07-09,153.07000732421875
2024-07-10,154.39999389648438
2024-07-11,159.35000610351562
2024-07-12,163.19000244140625
2024-07-15,162.80999755859375
2024-07-16,165.75999450683594
2024-07-17,164.80999755859375
2024-07-18,162.72000122070312
2024-07-19,164.07000732421875
2024-07-22,166.02000427246094
2024-07-23,166.32000732421875
2024-07-24,163.74000549316406
2024-07-25,174.3699951171875
2024-07-26,175.6300048828125
2024-07-29,174.8300018310547
2024-07-30,175.52000427246094
2024-07-31,174.55999755859375
2024-08-01,173.5399932861328
2024-08-02,170.3300018310547
2024-08-05,168.24000549316406
2024-08-06,169.94000244140625
2024-08-07,167.6300048828125
2024-08-08,169.5
2024-08-09,169.52000427246094
2024-08-12,167.97000122070312
2024-08-13,170.7100067138672
2024-08-14,170.35000610351562
2024-08-15,171.50999450683594
2024-08-16,171.4499969482422
2024-08-19,174.80999755859375
2024-08-20,174.05999755859375
2024-08-21,173.91000366210938
2024-08-22,175.38999938964844
2024-08-23,175.72000122070312
2024-08-26,177.77999877929688
2024-08-27,179.5
2024-08-28,177.7100067138672
2024-08-29,177.44000244140625
2024-08-30,180.0500030517578
2024-09-03,178.47000122070312
2024-09-04,179.30999755859375
2024-09-05,178.8699951171875
2024-09-06,177.27000427246094
2024-09-09,177.4600067138672
2024-09-10,178.4499969482422
2024-09-11,179.0800018310547
2024-09-12,180.30999755859375
2024-09-13,182.07000732421875
2024-09-16,181.0
2024-09-17,178.75
2024-09-18,179.1199951171875
2024-09-19,180.3800048828125
2024-09-20,181.00999450683594
2024-09-23,182.6699981689453
2024-09-24,183.1300048828125
2024-09-25,181.4499969482422
2024-09-26,181.27000427246094
2024-09-27,180.36000061035156
2024-09-30,182.4600067138672
2024-10-01,182.30999755859375
2024-10-02,180.91000366210938
2024-10-03,178.19000244140625
2024-10-04,177.0399932861328
2024-10-07,176.1699981689453
2024-10-08,180.39999389648438
2024-10-09,184.8300018310547
2024-10-10,183.97999572753906
2024-10-11,185.8000030517578
2024-10-14,184.77999877929688
2024-10-15,187.0
2024-10-16,187.69000244140625
2024-10-17,188.10000610351562
2024-10-18,186.97999572753906
2024-10-21,185.08999633789062
2024-10-22,183.30999755859375
2024-10-23,184.5399932861328
2024-10-24,189.64999389648438
2024-10-25,189.69000244140625
2024-10-28,188.3300018310547
2024-10-29,190.85000610351562
2024-10-30,188.16000366210938
2024-10-31,185.1699981689453
2024-11-01,187.19000244140625
2024-11-04,188.35000610351562
2024-11-05,187.8699951171875
2024-11-06,186.38999938964844
2024-11-07,187.63999938964844
2024-11-08,188.0500030517578
2024-11-11,186.69000244140625
2024-11-12,187.0800018310547
2024-11-13,187.08999633789062
2024-11-14,185.25999450683594
2024-11-15,186.16000366210938
2024-11-18,183.91000366210938
2024-11-19,186.0800018310547
2024-11-20,188.44000244140625
2024-11-21,191.99000549316406
